codice_istat,Comune,Codice_Regione,Codice_Provincia,Nuclei_familiari_percettori_RDC_luglio_2020,Nuclei_familiari_percettori_PDC_luglio_2020,Individui_coinvolti_luglio_2020,Numero_componenti_per_famiglia,Numero_donne_per_famiglia,Numero_minori_<_18_anni_per_famiglia,Numero_anziani_>_75_anni_per_famiglia,Importo_medio_mensile,Dev.standard_importo_mensile,Uomini_residenti_al_1-1-2020,Donne_residenti_al_1-1-2020,Popolazione_residente_al_1-1-2020,Takeup,Takeup_donne
f902,nizzamonferrato,1.0,5.0,129.0,17.0,372.0,2.548,1.322,0.774,0.082,509.816,259.201,4943.0,5342.0,10285.0,0.036,0.036
f904,noale,5.0,27.0,63.0,22.0,161.0,1.894,1.118,0.494,0.212,395.291,263.571,7826.0,8350.0,16176.0,0.01,0.011
f906,noasca,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,54.0,110.0,0.0,0.0
f907,nocara,18.0,78.0,13.0,0.0,26.0,1.625,0.688,0.25,0.0,499.754,220.526,166.0,184.0,350.0,0.074,0.06
f908,nocciano,13.0,68.0,14.0,4.0,39.0,2.167,1.333,0.444,0.056,437.902,193.58,897.0,901.0,1798.0,0.022,0.027
f910,noceraterinese,18.0,79.0,130.0,8.0,318.0,2.304,1.167,0.58,0.029,515.372,219.567,2334.0,2373.0,4707.0,0.068,0.068
f911,noceraumbra,10.0,54.0,87.0,8.0,246.0,2.589,1.316,0.653,0.074,481.985,286.673,2763.0,2856.0,5619.0,0.044,0.044
f912,nocerainferiore,15.0,65.0,1484.0,145.0,4146.0,2.545,1.356,0.567,0.087,570.178,292.651,21835.0,23134.0,44969.0,0.092,0.095
f913,nocerasuperiore,15.0,65.0,634.0,76.0,1909.0,2.689,1.435,0.635,0.093,571.918,287.801,11804.0,12213.0,24017.0,0.079,0.083
f914,noceto,8.0,34.0,75.0,11.0,223.0,2.593,1.36,0.767,0.07,475.4,288.084,6344.0,6611.0,12955.0,0.017,0.018
f915,noci,16.0,72.0,174.0,49.0,427.0,1.915,1.027,0.291,0.108,509.849,275.645,9037.0,9614.0,18651.0,0.023,0.024
f916,nociglia,16.0,75.0,34.0,0.0,101.0,2.806,1.472,0.722,0.0,540.789,247.36,1022.0,1169.0,2191.0,0.046,0.045
f917,noepoli,17.0,76.0,22.0,0.0,35.0,1.458,0.75,0.208,0.042,485.335,159.497,366.0,423.0,789.0,0.044,0.043
f918,nogara,5.0,23.0,76.0,7.0,221.0,2.663,1.373,0.88,0.072,461.436,275.546,4191.0,4251.0,8442.0,0.026,0.027
f920,nogaredo,4.0,22.0,8.0,0.0,10.0,1.25,0.625,0.25,0.0,474.264,247.285,1062.0,1022.0,2084.0,0.005,0.005
f921,nogarolerocca,5.0,23.0,7.0,0.0,14.0,2.0,0.857,0.286,0.0,609.386,245.175,1935.0,1762.0,3697.0,0.004,0.003
f922,nogarolevicentino,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.81,84.584,619.0,588.0,1207.0,0.0,0.0
f923,noicattaro,16.0,72.0,390.0,29.0,1096.0,2.616,1.42,0.618,0.043,501.328,262.968,12907.0,13130.0,26037.0,0.042,0.045
f924,nola,15.0,63.0,1249.0,140.0,3644.0,2.623,1.404,0.612,0.067,581.062,297.357,16569.0,17697.0,34266.0,0.106,0.11
f925,nole,1.0,1.0,67.0,9.0,157.0,2.066,1.039,0.618,0.039,524.403,270.301,3322.0,3507.0,6829.0,0.023,0.023
f926,noli,7.0,9.0,21.0,0.0,56.0,2.435,1.217,0.435,0.174,402.801,240.393,1240.0,1314.0,2554.0,0.022,0.021
f927,nomaglio,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.74,300.129,149.0,146.0,295.0,0.0,0.0
f929,nomi,4.0,22.0,7.0,0.0,28.0,3.5,1.75,1.75,0.125,555.318,361.32,651.0,705.0,1356.0,0.021,0.02
f930,nonantola,8.0,36.0,90.0,14.0,241.0,2.317,1.221,0.596,0.048,471.022,280.169,7904.0,8066.0,15970.0,0.015,0.016
f931,none,1.0,1.0,78.0,11.0,183.0,2.056,1.157,0.551,0.056,511.291,285.386,3950.0,4019.0,7969.0,0.023,0.026
f932,nonio,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.88,254.523,409.0,448.0,857.0,0.0,0.0
f933,noragugume,20.0,91.0,10.0,5.0,25.0,1.667,1.0,0.0,0.4,308.346,281.812,149.0,144.0,293.0,0.085,0.104
f934,norbello,20.0,95.0,42.0,0.0,102.0,2.267,1.156,0.556,0.044,629.264,246.852,640.0,577.0,1217.0,0.084,0.09
f935,norcia,10.0,54.0,42.0,4.0,99.0,2.152,1.239,0.478,0.0,464.327,184.216,2367.0,2357.0,4724.0,0.021,0.024
f937,norma,12.0,59.0,106.0,24.0,270.0,2.077,1.115,0.477,0.108,447.163,250.341,1851.0,1946.0,3797.0,0.071,0.075
f939,nosate,3.0,15.0,4.0,0.0,8.0,2.0,1.0,0.5,0.0,419.857,70.126,313.0,332.0,645.0,0.012,0.012
f941,pontenossa,3.0,16.0,12.0,0.0,28.0,2.0,1.071,0.5,0.0,544.375,262.667,876.0,896.0,1772.0,0.016,0.017
f942,notaresco,13.0,67.0,61.0,7.0,131.0,1.926,0.868,0.441,0.088,518.872,256.551,3200.0,3266.0,6466.0,0.02,0.018
f943,noto,19.0,89.0,1166.0,51.0,3387.0,2.783,1.423,0.864,0.025,591.898,259.023,11867.0,11827.0,23694.0,0.143,0.146
f944,novamilanese,3.0,108.0,131.0,13.0,324.0,2.25,1.153,0.639,0.049,477.256,273.259,11397.0,11920.0,23317.0,0.014,0.014
f947,novaledo,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.167,304.142,532.0,574.0,1106.0,0.0,0.0
f948,novalesa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.285,315.914,266.0,262.0,528.0,0.0,0.0
f949,novalevante/welschnofen,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0,969.0,2010.0,0.0,0.0
f950,novaponente/deutschnofen,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1954.0,3972.0,0.0,0.0
f951,novaradisicilia,19.0,83.0,41.0,4.0,103.0,2.289,1.133,0.6,0.022,503.449,238.953,595.0,647.0,1242.0,0.083,0.079
f952,novara,1.0,3.0,1645.0,165.0,4365.0,2.412,1.293,0.68,0.069,493.728,274.861,49902.0,53385.0,103287.0,0.042,0.044
f955,novatemilanese,3.0,15.0,101.0,17.0,256.0,2.169,1.178,0.585,0.085,476.531,290.069,9624.0,10513.0,20137.0,0.013,0.013
f956,novatemezzola,3.0,14.0,16.0,0.0,35.0,1.944,1.056,0.556,0.056,419.053,281.666,916.0,967.0,1883.0,0.019,0.02
f957,nove,5.0,24.0,25.0,0.0,69.0,2.556,1.259,0.667,0.074,553.396,316.431,2428.0,2512.0,4940.0,0.014,0.014
f958,novedrate,3.0,13.0,11.0,0.0,23.0,1.917,1.083,0.417,0.083,570.502,195.771,1455.0,1395.0,2850.0,0.008,0.009
f960,novellara,8.0,35.0,96.0,11.0,285.0,2.664,1.374,0.869,0.075,492.29,277.445,6611.0,6833.0,13444.0,0.021,0.022
f961,novello,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.255,115.209,486.0,483.0,969.0,0.0,0.0
f962,noventapadovana,5.0,28.0,55.0,9.0,137.0,2.141,1.031,0.547,0.141,440.715,255.465,5669.0,5824.0,11493.0,0.012,0.011
f963,noventadipiave,5.0,27.0,30.0,10.0,82.0,2.05,1.25,0.525,0.2,384.172,254.195,3426.0,3584.0,7010.0,0.012,0.014
f964,noventavicentina,5.0,24.0,67.0,12.0,159.0,2.013,1.127,0.392,0.063,460.564,282.076,4477.0,4500.0,8977.0,0.018,0.02
f965,noviligure,1.0,6.0,408.0,70.0,1019.0,2.132,1.098,0.485,0.086,474.207,275.661,13526.0,14674.0,28200.0,0.036,0.036
f966,novidimodena,8.0,36.0,86.0,7.0,237.0,2.548,1.376,0.828,0.065,529.111,310.221,4916.0,4946.0,9862.0,0.024,0.026
f967,novivelia,15.0,65.0,49.0,4.0,124.0,2.34,1.094,0.585,0.038,520.246,195.752,1181.0,1137.0,2318.0,0.053,0.051
f968,noviglio,3.0,15.0,20.0,5.0,45.0,1.8,0.96,0.4,0.08,474.173,218.096,2282.0,2222.0,4504.0,0.01,0.011
f970,novoli,16.0,75.0,215.0,30.0,534.0,2.18,1.118,0.416,0.118,537.802,271.314,3680.0,4056.0,7736.0,0.069,0.068
f972,nucetto,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,203.0,399.0,0.0,0.0
f974,nughedusantavittoria,20.0,95.0,12.0,0.0,20.0,1.538,0.692,0.154,0.154,438.225,202.094,212.0,247.0,459.0,0.044,0.036
f975,nughedusannicolò,20.0,90.0,27.0,4.0,65.0,2.097,1.129,0.452,0.097,507.822,195.678,384.0,396.0,780.0,0.083,0.088
f976,nule,20.0,90.0,12.0,0.0,31.0,2.214,1.357,0.643,0.071,403.351,276.781,675.0,670.0,1345.0,0.023,0.028
f977,nulvi,20.0,90.0,68.0,6.0,147.0,1.986,0.946,0.324,0.081,490.699,207.279,1336.0,1356.0,2692.0,0.055,0.052
f978,numana,11.0,42.0,36.0,0.0,74.0,1.947,0.974,0.447,0.053,493.656,237.684,1897.0,1880.0,3777.0,0.02,0.02
f979,nuoro,20.0,91.0,880.0,62.0,1868.0,1.983,0.979,0.404,0.052,492.733,232.366,16724.0,18272.0,34996.0,0.053,0.05
f980,nurachi,20.0,95.0,53.0,7.0,133.0,2.217,1.083,0.45,0.083,461.478,225.999,854.0,903.0,1757.0,0.076,0.072
f981,nuragus,20.0,111.0,32.0,7.0,91.0,2.333,1.231,0.462,0.128,506.855,300.987,423.0,440.0,863.0,0.105,0.109
f982,nurallao,20.0,111.0,30.0,6.0,65.0,1.806,0.889,0.167,0.139,388.182,265.687,620.0,589.0,1209.0,0.054,0.054
f983,nuraminis,20.0,111.0,41.0,8.0,99.0,2.02,0.796,0.204,0.102,532.433,256.51,1223.0,1240.0,2463.0,0.04,0.031
f985,nureci,20.0,95.0,8.0,5.0,26.0,2.0,0.923,0.385,0.154,379.282,260.271,170.0,166.0,336.0,0.077,0.072
f986,nurri,20.0,111.0,51.0,9.0,137.0,2.283,1.05,0.517,0.15,499.469,246.582,1078.0,1040.0,2118.0,0.065,0.061
f987,nus,2.0,7.0,18.0,0.0,30.0,1.579,0.842,0.368,0.053,472.622,232.137,1454.0,1496.0,2950.0,0.01,0.011
f988,nusco,15.0,64.0,79.0,6.0,181.0,2.129,1.129,0.424,0.129,457.35,258.57,1897.0,2049.0,3946.0,0.046,0.047
f989,nuvolento,3.0,17.0,19.0,0.0,60.0,2.727,1.545,0.818,0.136,446.232,207.382,1882.0,2018.0,3900.0,0.015,0.017
f990,nuvolera,3.0,17.0,28.0,0.0,70.0,2.258,1.29,0.645,0.065,461.834,289.668,2323.0,2357.0,4680.0,0.015,0.017
f991,nuxis,20.0,111.0,27.0,5.0,66.0,2.062,1.0,0.438,0.188,420.373,256.203,734.0,775.0,1509.0,0.044,0.041
f992,occhieppoinferiore,1.0,96.0,37.0,4.0,97.0,2.366,1.268,0.561,0.122,518.799,261.87,1814.0,2023.0,3837.0,0.025,0.026
f993,occhiepposuperiore,1.0,96.0,19.0,0.0,39.0,2.053,1.105,0.421,0.0,584.268,226.933,1279.0,1413.0,2692.0,0.014,0.015
f994,occhiobello,5.0,29.0,87.0,16.0,222.0,2.155,1.184,0.485,0.087,366.677,275.31,5826.0,6124.0,11950.0,0.019,0.02
f995,occimiano,1.0,6.0,14.0,0.0,24.0,1.6,1.0,0.2,0.067,544.288,211.209,618.0,646.0,1264.0,0.019,0.023
f996,ocre,13.0,66.0,9.0,0.0,20.0,2.222,1.0,0.444,0.0,296.61,138.877,563.0,558.0,1121.0,0.018,0.016
f997,odalengogrande,1.0,6.0,7.0,0.0,15.0,2.143,1.0,0.429,0.0,563.896,247.967,216.0,219.0,435.0,0.034,0.032
f998,odalengopiccolo,1.0,6.0,4.0,0.0,5.0,1.25,0.75,0.0,0.0,498.198,268.655,123.0,116.0,239.0,0.021,0.026
f999,oderzo,5.0,26.0,77.0,28.0,232.0,2.21,1.162,0.59,0.238,438.478,294.047,9890.0,10432.0,20322.0,0.011,0.012
g001,odolo,3.0,17.0,14.0,0.0,43.0,2.867,1.6,1.067,0.0,556.249,279.046,920.0,996.0,1916.0,0.022,0.024
g002,ofena,13.0,66.0,7.0,0.0,15.0,1.875,0.875,0.5,0.125,367.027,232.934,214.0,224.0,438.0,0.034,0.031
g003,offagna,11.0,42.0,15.0,0.0,34.0,2.267,1.133,0.333,0.067,515.979,232.304,1013.0,1023.0,2036.0,0.017,0.017
g004,offanengo,3.0,19.0,23.0,0.0,52.0,2.167,0.792,0.458,0.0,516.713,271.6,2964.0,3024.0,5988.0,0.009,0.006
g005,offida,11.0,44.0,37.0,4.0,86.0,2.098,0.976,0.561,0.024,416.541,260.128,2385.0,2510.0,4895.0,0.018,0.016
g006,offlaga,3.0,17.0,29.0,6.0,92.0,2.629,1.229,0.771,0.086,553.464,297.27,2052.0,1991.0,4043.0,0.023,0.022
g007,oggebbio,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.773,326.368,423.0,452.0,875.0,0.0,0.0
g008,oggionaconsantostefano,3.0,12.0,13.0,0.0,34.0,2.267,1.2,0.6,0.067,548.839,237.976,2138.0,2162.0,4300.0,0.008,0.008
g009,oggiono,3.0,97.0,49.0,8.0,127.0,2.228,1.228,0.596,0.035,412.012,218.248,4440.0,4565.0,9005.0,0.014,0.015
g010,oglianico,1.0,1.0,4.0,0.0,13.0,2.6,1.8,0.6,0.2,555.24,439.532,719.0,736.0,1455.0,0.009,0.012
g011,ogliastrocilento,15.0,65.0,87.0,10.0,193.0,1.99,0.928,0.443,0.031,551.328,230.408,1116.0,1131.0,2247.0,0.086,0.08
g012,oyace,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,272.458,120.0,97.0,217.0,0.0,0.0
g015,olbia,20.0,90.0,1104.0,133.0,2454.0,1.984,1.048,0.496,0.062,502.164,242.148,29791.0,30363.0,60154.0,0.041,0.043
g016,olcenengo,1.0,2.0,4.0,0.0,7.0,1.4,0.4,0.0,0.2,263.108,142.304,387.0,405.0,792.0,0.009,0.005
g018,oldenico,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.36,53.955,106.0,105.0,211.0,0.0,0.0
g019,oleggio,1.0,3.0,102.0,27.0,304.0,2.357,1.302,0.62,0.116,452.891,301.616,6932.0,7225.0,14157.0,0.021,0.023
g020,oleggiocastello,1.0,3.0,7.0,0.0,13.0,1.625,1.0,0.375,0.0,441.224,237.302,1085.0,1081.0,2166.0,0.006,0.007
g021,olevanodilomellina,3.0,18.0,14.0,0.0,44.0,2.933,1.267,1.0,0.067,608.679,255.82,353.0,363.0,716.0,0.061,0.052
g022,olevanoromano,12.0,58.0,111.0,14.0,273.0,2.184,1.144,0.52,0.08,520.885,254.847,3257.0,3280.0,6537.0,0.042,0.044
g023,olevanosultusciano,15.0,65.0,218.0,18.0,585.0,2.479,1.233,0.712,0.042,532.174,267.702,3288.0,3377.0,6665.0,0.088,0.086
g025,olgiatecomasco,3.0,13.0,59.0,16.0,146.0,1.947,1.133,0.373,0.093,447.135,267.133,5715.0,5952.0,11667.0,0.013,0.014
g026,olgiatemolgora,3.0,97.0,26.0,4.0,89.0,2.967,1.833,1.133,0.067,483.12,327.633,3156.0,3236.0,6392.0,0.014,0.017
g028,olgiateolona,3.0,12.0,68.0,10.0,157.0,2.013,0.974,0.513,0.064,459.523,301.747,6135.0,6407.0,12542.0,0.013,0.012
g030,olginate,3.0,97.0,37.0,7.0,109.0,2.477,1.273,0.818,0.091,468.702,286.956,3462.0,3521.0,6983.0,0.016,0.016
g031,oliena,20.0,91.0,161.0,20.0,403.0,2.227,1.017,0.486,0.05,472.328,253.477,3358.0,3492.0,6850.0,0.059,0.053
g032,olivagessi,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.765,205.393,79.0,86.0,165.0,0.0,0.0
g034,olivadi,18.0,79.0,21.0,0.0,51.0,2.125,1.083,0.25,0.0,500.958,255.119,248.0,263.0,511.0,0.1,0.099
g036,oliveri,19.0,83.0,47.0,8.0,126.0,2.291,1.109,0.527,0.073,535.637,241.077,1021.0,1071.0,2092.0,0.06,0.057
g037,olivetolucano,17.0,77.0,6.0,0.0,10.0,1.667,0.833,0.333,0.0,555.985,91.882,179.0,205.0,384.0,0.026,0.024
g039,olivetocitra,15.0,65.0,55.0,0.0,136.0,2.473,1.509,0.509,0.018,570.679,272.269,1817.0,1886.0,3703.0,0.037,0.044
g040,olivetolario,3.0,97.0,4.0,0.0,11.0,1.833,0.667,0.5,0.0,511.248,147.808,622.0,612.0,1234.0,0.009,0.007
g041,olivettasanmichele,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,92.0,191.0,0.0,0.0
g042,olivola,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,116.0,0.0,0.0
g043,ollastra,20.0,95.0,17.0,8.0,57.0,2.28,1.08,0.4,0.24,402.488,270.008,582.0,600.0,1182.0,0.048,0.045
g044,ollolai,20.0,91.0,26.0,0.0,62.0,2.214,1.071,0.571,0.107,432.206,229.179,617.0,628.0,1245.0,0.05,0.048
g045,ollomont,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,77.0,165.0,0.0,0.0
g046,olmedo,20.0,90.0,124.0,17.0,287.0,2.035,0.972,0.404,0.057,518.012,229.102,2101.0,2092.0,4193.0,0.068,0.065
g047,olmeneta,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.667,265.581,443.0,486.0,929.0,0.0,0.0
g048,olmogentile,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,36.0,71.0,0.0,0.0
g049,olmoalbrembo,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,246.0,494.0,0.0,0.0
g050,oltreilcolle,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.46,117.729,518.0,476.0,994.0,0.0,0.0
g054,oltressendaalta,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,68.0,145.0,0.0,0.0
g056,oltronadisanmamette,3.0,13.0,9.0,0.0,22.0,2.0,1.091,0.545,0.0,424.977,359.306,1174.0,1208.0,2382.0,0.009,0.01
g058,olzai,20.0,91.0,22.0,0.0,41.0,1.64,0.84,0.32,0.08,442.745,228.488,424.0,397.0,821.0,0.05,0.053
g061,ome,3.0,17.0,11.0,0.0,29.0,2.231,1.0,0.538,0.077,492.312,293.653,1541.0,1653.0,3194.0,0.009,0.008
g062,omegna,1.0,103.0,131.0,27.0,330.0,2.089,1.095,0.475,0.076,462.644,264.397,7146.0,7566.0,14712.0,0.022,0.023
g063,omignano,15.0,65.0,45.0,9.0,124.0,2.296,1.296,0.574,0.093,468.108,246.861,807.0,843.0,1650.0,0.075,0.083
g064,onanì,20.0,91.0,7.0,0.0,11.0,1.571,0.571,0.286,0.0,569.436,167.325,179.0,190.0,369.0,0.03,0.021
g065,onano,12.0,56.0,14.0,0.0,37.0,2.176,1.0,0.353,0.176,476.961,212.182,487.0,484.0,971.0,0.038,0.035
g066,oncino,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.895,112.055,50.0,33.0,83.0,0.0,0.0
g068,oneta,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.51,42.398,289.0,293.0,582.0,0.0,0.0
g070,onifai,20.0,91.0,15.0,0.0,30.0,1.875,0.938,0.188,0.0,466.109,243.797,349.0,370.0,719.0,0.042,0.041
g071,oniferi,20.0,91.0,20.0,0.0,48.0,2.286,1.095,0.429,0.048,512.82,197.441,443.0,454.0,897.0,0.054,0.051
g074,onosanpietro,3.0,17.0,4.0,0.0,9.0,1.5,1.167,0.0,0.167,421.655,308.4,476.0,501.0,977.0,0.009,0.014
g075,onore,3.0,16.0,4.0,0.0,7.0,1.4,0.8,0.0,0.2,364.446,206.084,446.0,458.0,904.0,0.008,0.009
g076,onzo,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.41,342.834,100.0,116.0,216.0,0.0,0.0
g078,opera,3.0,15.0,73.0,18.0,207.0,2.275,1.231,0.659,0.132,439.696,271.491,6665.0,7298.0,13963.0,0.015,0.015
g079,opi,13.0,66.0,5.0,0.0,10.0,2.0,0.4,0.4,0.0,482.612,196.277,202.0,193.0,395.0,0.025,0.01
g080,oppeano,5.0,23.0,38.0,6.0,94.0,2.136,1.136,0.75,0.136,399.614,228.985,5146.0,4983.0,10129.0,0.009,0.01
g081,oppidolucano,17.0,76.0,54.0,5.0,120.0,2.034,1.051,0.441,0.051,506.598,233.263,1813.0,1807.0,3620.0,0.033,0.034
g082,oppidomamertina,18.0,80.0,145.0,6.0,393.0,2.603,1.252,0.636,0.026,444.476,235.857,2502.0,2573.0,5075.0,0.077,0.073
g083,ora/auer,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.025,308.178,1904.0,1977.0,3881.0,0.0,0.0
g084,orani,20.0,91.0,55.0,6.0,110.0,1.803,0.885,0.23,0.066,461.79,216.706,1386.0,1413.0,2799.0,0.039,0.038
g086,oratino,14.0,70.0,23.0,0.0,44.0,1.76,0.88,0.44,0.04,470.24,220.947,854.0,816.0,1670.0,0.026,0.027
g087,orbassano,1.0,1.0,300.0,36.0,745.0,2.217,1.211,0.565,0.077,478.94,280.962,11271.0,12013.0,23284.0,0.032,0.034
g088,orbetello,9.0,53.0,122.0,39.0,274.0,1.702,0.988,0.273,0.193,353.307,235.265,6950.0,7690.0,14640.0,0.019,0.021
g090,orcianopisano,9.0,50.0,7.0,0.0,11.0,1.1,0.8,0.0,0.2,429.55,252.305,299.0,321.0,620.0,0.018,0.025
g093,orero,7.0,10.0,6.0,5.0,13.0,1.182,0.636,0.0,0.091,416.149,269.192,275.0,251.0,526.0,0.025,0.028
g095,orgiano,5.0,24.0,5.0,0.0,19.0,3.167,2.0,0.833,0.167,486.878,351.256,1510.0,1540.0,3050.0,0.006,0.008
g096,pievefissiraga,3.0,98.0,15.0,0.0,29.0,1.812,1.188,0.5,0.0,525.89,237.912,848.0,857.0,1705.0,0.017,0.022
g097,orgosolo,20.0,91.0,122.0,8.0,296.0,2.277,1.023,0.585,0.062,513.482,231.049,2098.0,2028.0,4126.0,0.072,0.066
g098,oria,16.0,74.0,462.0,27.0,1201.0,2.456,1.276,0.571,0.037,547.103,263.729,7177.0,7663.0,14840.0,0.081,0.081
g102,oricola,13.0,66.0,9.0,0.0,26.0,2.364,1.455,0.545,0.091,627.925,277.302,633.0,637.0,1270.0,0.02,0.025
g103,origgio,3.0,12.0,32.0,0.0,73.0,2.086,1.057,0.543,0.029,538.987,268.073,3909.0,3982.0,7891.0,0.009,0.009
g105,orino,3.0,12.0,9.0,0.0,14.0,1.273,0.545,0.182,0.091,410.398,253.596,401.0,403.0,804.0,0.017,0.015
g107,oriolitta,3.0,98.0,17.0,0.0,40.0,2.222,1.167,0.556,0.056,461.461,248.382,993.0,1033.0,2026.0,0.02,0.02
g108,orioalserio,3.0,16.0,12.0,4.0,24.0,1.5,0.875,0.125,0.125,435.533,293.6,849.0,846.0,1695.0,0.014,0.017
g109,oriocanavese,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.97,190.979,382.0,382.0,764.0,0.0,0.0
g110,oriolo,18.0,78.0,45.0,4.0,89.0,1.816,0.857,0.347,0.0,528.073,182.947,946.0,1041.0,1987.0,0.045,0.04
g111,orioloromano,12.0,56.0,90.0,0.0,193.0,2.075,1.054,0.419,0.043,562.872,281.957,1841.0,1849.0,3690.0,0.052,0.053
g113,oristano,20.0,95.0,806.0,98.0,1737.0,1.921,0.96,0.305,0.092,482.286,250.776,14554.0,16154.0,30708.0,0.057,0.054
g114,ormea,1.0,4.0,13.0,0.0,20.0,1.25,0.688,0.125,0.062,469.493,243.323,792.0,762.0,1554.0,0.013,0.014
g115,ormelle,5.0,26.0,7.0,0.0,21.0,3.0,1.571,0.714,0.143,472.366,224.658,2251.0,2203.0,4454.0,0.005,0.005
g116,ornago,3.0,108.0,18.0,0.0,30.0,1.5,0.8,0.2,0.0,504.213,246.319,2558.0,2629.0,5187.0,0.006,0.006
g117,ornavasso,1.0,103.0,20.0,0.0,40.0,1.905,0.81,0.524,0.0,446.585,232.651,1679.0,1706.0,3385.0,0.012,0.01
g118,ornica,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,146.0,0.0,0.0
g119,orosei,20.0,91.0,214.0,22.0,454.0,1.924,0.949,0.513,0.081,457.812,211.983,3411.0,3517.0,6928.0,0.066,0.064
g120,orotelli,20.0,91.0,54.0,7.0,144.0,2.361,1.016,0.574,0.098,483.727,266.541,973.0,985.0,1958.0,0.074,0.063
g121,orria,15.0,65.0,18.0,0.0,47.0,2.35,1.2,0.4,0.0,463.935,216.224,512.0,508.0,1020.0,0.046,0.047
g122,orroli,20.0,111.0,29.0,6.0,68.0,1.943,0.914,0.371,0.171,466.013,225.942,1069.0,1060.0,2129.0,0.032,0.03
g123,orsago,5.0,26.0,10.0,0.0,24.0,2.0,1.083,0.583,0.25,430.318,256.998,1891.0,1971.0,3862.0,0.006,0.007
g124,orsarabormida,1.0,6.0,4.0,0.0,13.0,3.25,2.0,1.25,0.0,384.307,340.099,211.0,204.0,415.0,0.031,0.039
g125,orsaradipuglia,16.0,71.0,20.0,0.0,43.0,1.955,0.909,0.364,0.136,471.15,247.602,1278.0,1292.0,2570.0,0.017,0.015
g126,orsenigo,3.0,13.0,6.0,0.0,10.0,1.429,0.571,0.286,0.143,430.489,147.209,1342.0,1339.0,2681.0,0.004,0.003
g128,orsogna,13.0,69.0,65.0,12.0,152.0,1.974,1.039,0.39,0.052,499.078,257.43,1802.0,1922.0,3724.0,0.041,0.042
g129,orsomarso,18.0,78.0,34.0,0.0,77.0,2.2,1.286,0.486,0.029,517.895,202.151,594.0,607.0,1201.0,0.064,0.074
g130,ortadiatella,15.0,61.0,1566.0,82.0,5055.0,3.067,1.585,0.909,0.04,653.233,305.099,13748.0,13807.0,27555.0,0.183,0.189
g131,ortanova,16.0,71.0,318.0,47.0,857.0,2.348,1.142,0.534,0.085,471.936,251.412,8441.0,8609.0,17050.0,0.05,0.048
g133,ortacesus,20.0,111.0,29.0,5.0,72.0,2.118,0.912,0.265,0.029,456.585,221.775,467.0,416.0,883.0,0.082,0.075
g134,ortasangiulio,1.0,3.0,9.0,0.0,17.0,1.7,0.8,0.5,0.1,477.747,172.625,656.0,672.0,1328.0,0.013,0.012
g135,orte,12.0,56.0,200.0,22.0,502.0,2.261,1.225,0.563,0.081,501.503,291.549,4569.0,4647.0,9216.0,0.054,0.059
g136,ortelle,16.0,75.0,32.0,7.0,82.0,2.103,1.179,0.385,0.077,491.081,266.598,1132.0,1167.0,2299.0,0.036,0.039
g137,ortezzano,11.0,109.0,4.0,0.0,9.0,1.8,0.8,0.4,0.2,355.008,293.354,373.0,369.0,742.0,0.012,0.011
